year,player,Tm,mp,g,TS%,USG%,AST%,TRB%,STL%,BLK%,TOV%,OWS,DWS,WS
2022,Kia Vaughn,ATL,401,29,0.426,0.131,0.098,0.133,1.3,1.9,0.278,-0.6,0.6,-0.1
2022,Monique Billings,ATL,401,23,0.534,0.188,0.11199999999999999,0.21100000000000002,2.4,1.9,0.182,0.5,0.9,1.4
2022,Chennedy Carter,LAS,393,24,0.5,0.295,0.222,0.07,1.9,2.1,0.168,-0.4,0.1,-0.3
2022,Dana Evans,CHI,378,33,0.504,0.20199999999999999,0.16,0.042,1.3,0.6,0.161,0.0,0.3,0.3
2022,Riquna Williams,LVA,377,21,0.55,0.157,0.09699999999999999,0.062,1.2,0.7,0.045,0.7,0.2,1.0
2022,Nikolina Milic,MIN,364,31,0.603,0.24,0.11599999999999999,0.14800000000000002,1.4,2.0,0.215,0.6,0.3,0.9
2022,Nia Coffey,ATL,336,16,0.445,0.19699999999999998,0.059000000000000004,0.14300000000000002,1.5,0.6,0.23399999999999999,-1.0,0.6,-0.4
2022,Lexie Hull,IND,334,26,0.408,0.182,0.087,0.07,2.2,0.5,0.128,-0.4,0.0,-0.4
2022,Natalie Achonwa,MIN,332,22,0.564,0.168,0.183,0.157,1.4,1.9,0.17600000000000002,0.7,0.4,1.0
2022,Jantel Lavender,SEA,329,27,0.447,0.193,0.11699999999999999,0.155,0.5,1.0,0.172,-0.3,0.5,0.1
2022,Emma Cannon,IND,328,23,0.604,0.19699999999999998,0.07,0.13,2.1,0.5,0.107,0.9,0.1,1.1
2022,Tianna Hawkins,WAS,320,25,0.495,0.221,0.106,0.11,1.5,0.6,0.196,-0.4,0.6,0.2
2022,Megan Gustafson,PHO,318,33,0.635,0.177,0.09699999999999999,0.11900000000000001,1.0,1.4,0.196,0.4,0.2,0.6
2022,Tiffany Hayes,ATL,303,11,0.64,0.235,0.153,0.077,1.3,0.3,0.13699999999999998,0.9,0.3,1.2
2022,Jennie Simms,PHO,303,23,0.554,0.14400000000000002,0.109,0.1,2.0,0.3,0.252,-0.1,0.2,0.2
2022,AD Durr,ATL,298,15,0.538,0.245,0.16699999999999998,0.057,0.8,0.6,0.10300000000000001,0.5,0.2,0.7
2022,Jasmine Walker,LAS,281,32,0.33,0.149,0.032,0.105,1.1,1.0,0.162,-0.9,0.0,-0.9
2022,Damiris Dantas,MIN,262,15,0.407,0.18899999999999997,0.166,0.126,0.6,0.3,0.145,-0.3,0.2,-0.1
2022,Betnijah Laney-Hamilton,NYL,255,9,0.52,0.218,0.174,0.068,0.8,0.3,0.198,-0.2,0.2,-0.1
2022,Nia Clouden,CON,250,28,0.479,0.127,0.11699999999999999,0.055999999999999994,1.2,0.4,0.166,0.0,0.4,0.4
2022,Satou Sabally,DAL,239,11,0.524,0.268,0.17,0.134,1.1,0.7,0.174,0.1,0.2,0.3
2022,Ruthy Hebard,CHI,232,24,0.533,0.128,0.07400000000000001,0.105,1.7,1.0,0.198,0.0,0.3,0.3
2022,Iliana Rupert,LVA,223,17,0.587,0.129,0.09699999999999999,0.098,1.6,0.0,0.14,0.4,0.2,0.5
2022,Kennedy Burke,WAS,222,16,0.534,0.18600000000000003,0.055,0.094,3.8,1.7,0.08900000000000001,0.2,0.6,0.8
2022,Kristi Toliver,LAS,218,11,0.56,0.172,0.23800000000000002,0.025,0.9,0.0,0.301,-0.1,-0.1,-0.2
2022,Maya Caldwell,ATL,214,9,0.643,0.18600000000000003,0.174,0.06,1.6,0.9,0.155,0.5,0.2,0.7
2022,Joyner Holmes,CON,205,26,0.397,0.183,0.084,0.10400000000000001,2.0,0.9,0.222,-0.5,0.4,-0.1
