year,player,Tm,mp,g,TS%,USG%,AST%,TRB%,STL%,BLK%,TOV%,OWS,DWS,WS
2024,Kamilla Cardoso,CHI,876,32,0.561,0.16399999999999998,0.10300000000000001,0.165,1.0,4.6,0.149,1.8,1.0,2.8
2024,Jordan Horston,SEA,871,39,0.545,0.156,0.12300000000000001,0.11,2.9,2.6,0.213,0.2,1.9,2.1
2024,Naz Hillmon,ATL,868,40,0.6,0.11900000000000001,0.102,0.127,1.7,1.2,0.166,1.6,1.1,2.7
2024,Brittney Griner,PHO,861,30,0.625,0.256,0.171,0.133,1.0,4.8,0.11,3.4,0.6,4.0
2024,Chennedy Carter,CHI,858,33,0.53,0.306,0.256,0.078,2.1,0.6,0.092,2.1,0.7,2.8
2024,Betnijah Laney-Hamilton,NYL,848,28,0.575,0.187,0.175,0.08,1.9,0.1,0.187,1.2,1.4,2.6
2024,Leonie Fiebich,NYL,837,40,0.624,0.13699999999999998,0.128,0.084,2.3,0.7,0.161,1.7,1.5,3.3
2024,Natasha Howard,DAL,825,27,0.51,0.281,0.17,0.131,2.1,2.2,0.141,0.9,-0.1,0.8
2024,Sevgi Uzun,DAL,820,40,0.418,0.14800000000000002,0.207,0.047,2.3,1.2,0.259,-1.2,-0.4,-1.6
2024,Kia Nurse,LAS,810,40,0.525,0.18600000000000003,0.114,0.048,1.2,0.1,0.145,0.1,-0.1,0.0
2024,Kayla Thornton,NYL,809,40,0.515,0.132,0.05,0.07400000000000001,1.8,1.0,0.09699999999999999,0.8,1.3,2.0
2024,Marina Mabrey,CHI,796,24,0.489,0.226,0.233,0.084,1.9,0.8,0.163,0.0,0.6,0.6
2024,Dana Evans,CHI,743,39,0.509,0.193,0.20600000000000002,0.033,1.8,0.6,0.162,0.4,0.3,0.7
2024,Aaliyah Edwards,WAS,741,34,0.526,0.18100000000000002,0.111,0.154,1.7,3.4,0.16899999999999998,0.3,1.2,1.6
2024,Kiah Stokes,LVA,716,39,0.417,0.052000000000000005,0.053,0.14800000000000002,1.5,3.9,0.185,0.0,1.5,1.5
2024,Haley Jones,ATL,712,40,0.465,0.149,0.19399999999999998,0.071,1.0,1.4,0.29,-1.2,0.7,-0.6
2024,Karlie Samuelson,WAS,711,29,0.578,0.15,0.14300000000000002,0.062,1.9,0.1,0.106,1.4,0.6,2.0
2024,Tiffany Hayes,LVA,708,33,0.609,0.18600000000000003,0.159,0.075,1.8,1.1,0.098,2.3,0.9,3.2
2024,Chelsea Gray,LVA,702,27,0.513,0.191,0.289,0.065,2.4,2.3,0.22,0.2,1.2,1.3
2024,Courtney Vandersloot,NYL,691,31,0.503,0.16399999999999998,0.331,0.068,1.9,1.9,0.223,0.7,1.2,1.9
2024,Katie Lou Samuelson,IND,674,37,0.506,0.115,0.10800000000000001,0.07400000000000001,0.9,1.2,0.10300000000000001,0.8,-0.1,0.7
2024,Lexie Hull,IND,671,34,0.604,0.121,0.078,0.073,1.6,1.5,0.158,1.2,0.0,1.2
2024,Maddy Siegrist,DAL,644,27,0.557,0.163,0.068,0.083,0.8,1.3,0.061,1.7,-0.6,1.1
2024,Michaela Onyenwere,CHI,636,34,0.491,0.188,0.086,0.055,1.5,1.7,0.157,-0.3,0.3,0.0
2024,Jordin Canada,ATL,624,20,0.504,0.182,0.322,0.063,2.7,0.7,0.16699999999999998,0.8,0.8,1.6
2024,Natasha Mack,PHO,619,40,0.578,0.11900000000000001,0.11699999999999999,0.187,2.2,6.9,0.175,1.2,1.0,2.2
2024,Sami Whitcomb,SEA,611,40,0.47,0.182,0.16,0.069,2.5,1.3,0.158,-0.4,1.0,0.7
2024,Monique Billings,DAL,609,24,0.526,0.177,0.11699999999999999,0.156,1.2,1.8,0.204,0.3,-0.1,0.2
2024,Natisha Hiedeman,MIN,607,40,0.469,0.191,0.25,0.059000000000000004,2.7,0.9,0.175,0.0,1.2,1.2
2024,Stephanie Talbot,LAS,600,37,0.479,0.129,0.205,0.10099999999999999,1.6,2.4,0.213,0.0,0.4,0.4
2024,Isabelle Harrison,CHI,587,36,0.45,0.223,0.079,0.13699999999999998,1.7,1.8,0.13,-0.4,0.6,0.2
2024,Mercedes Russell,SEA,583,37,0.539,0.121,0.077,0.107,1.9,1.3,0.162,0.4,1.0,1.4
2024,Rae Burrell,LAS,579,37,0.531,0.188,0.121,0.071,2.5,1.6,0.152,0.6,0.3,0.9
2024,Aari McDonald,LAS,568,26,0.529,0.205,0.299,0.055,2.0,0.9,0.184,0.5,0.2,0.7
2024,Dorka JuhÃ¡sz,MIN,547,34,0.53,0.147,0.106,0.13699999999999998,1.4,2.1,0.121,0.6,1.2,1.9
2024,Li Yueru,LAS,546,38,0.558,0.168,0.07,0.154,1.1,1.4,0.16,0.9,0.2,1.1
2024,Erica Wheeler,IND,546,39,0.484,0.14800000000000002,0.188,0.057,1.6,0.7,0.193,0.0,0.0,0.0
2024,Nia Coffey,ATL,534,40,0.413,0.16699999999999998,0.14400000000000002,0.102,1.2,4.4,0.203,-1.0,0.8,-0.2
2024,Jade Melbourne,WAS,525,37,0.53,0.21600000000000003,0.192,0.063,2.3,0.9,0.248,-0.6,0.6,0.0
2024,Kalani Brown,DAL,516,39,0.606,0.193,0.131,0.13699999999999998,0.7,3.7,0.207,0.9,-0.2,0.7
2024,Myisha Hines-Allen,WAS,516,27,0.562,0.203,0.255,0.153,1.5,0.4,0.16899999999999998,0.9,0.7,1.6
2024,Satou Sabally,DAL,512,15,0.563,0.231,0.24,0.11199999999999999,1.9,1.3,0.134,1.6,-0.1,1.4
2024,Azura Stevens,LAS,493,20,0.506,0.204,0.139,0.171,1.7,3.2,0.159,-0.1,0.6,0.5
2024,Cheyenne Parker-Tyus,ATL,492,25,0.53,0.248,0.145,0.14,2.2,1.7,0.193,0.0,0.8,0.9
2024,Cecilia Zandalasini,MIN,487,40,0.569,0.182,0.145,0.055,1.6,1.6,0.162,0.3,0.9,1.2
2024,Emily Engstler,WAS,464,32,0.602,0.18100000000000002,0.182,0.165,2.1,4.9,0.11800000000000001,1.5,0.9,2.4
2024,Kennedy Burke,NYL,459,38,0.477,0.161,0.11,0.073,2.7,2.0,0.16399999999999998,-0.2,0.9,0.7
2024,Rebecca Allen,PHO,447,18,0.522,0.149,0.07400000000000001,0.092,1.9,2.4,0.124,0.1,0.3,0.3
2024,Kristy Wallace,IND,447,26,0.492,0.141,0.149,0.063,2.0,1.2,0.12,0.4,0.1,0.5
2024,Victoria Vivians,SEA,445,35,0.433,0.145,0.096,0.08800000000000001,1.5,1.4,0.136,-0.3,0.6,0.3
2024,Diamond DeShields,CHI,441,32,0.404,0.205,0.158,0.059000000000000004,2.3,1.6,0.141,-0.8,0.4,-0.4
2024,Olivia Nelson-Ododa,CON,437,37,0.534,0.154,0.03,0.131,1.7,4.6,0.19899999999999998,0.0,1.1,1.1
2024,Brittney Sykes,WAS,419,18,0.49,0.28600000000000003,0.249,0.10400000000000001,1.9,1.6,0.151,-0.2,0.6,0.3
2024,Temi Fagbenle,IND,415,22,0.554,0.16399999999999998,0.075,0.147,1.3,3.2,0.17600000000000002,0.4,0.2,0.7
2024,Megan Gustafson,LVA,405,38,0.621,0.145,0.035,0.10400000000000001,1.6,1.0,0.11,0.8,0.5,1.4
2024,Maya Caldwell,ATL,405,25,0.498,0.172,0.11900000000000001,0.063,1.9,1.1,0.149,0.0,0.4,0.4
2024,Odyssey Sims,LAS,395,15,0.509,0.204,0.349,0.038,1.7,0.2,0.2,0.2,0.0,0.2
2024,Veronica Burton,CON,393,31,0.544,0.121,0.223,0.069,1.9,1.7,0.145,0.9,0.8,1.7
2024,Tiffany Mitchell,CON,392,24,0.457,0.17,0.077,0.057999999999999996,1.5,0.2,0.10400000000000001,0.0,0.6,0.6
2024,Kate Martin,LVA,392,34,0.466,0.134,0.109,0.079,0.9,1.7,0.184,-0.3,0.4,0.2
2024,Lexie Brown,LAS,379,16,0.451,0.205,0.237,0.059000000000000004,2.3,0.5,0.17800000000000002,-0.5,0.2,-0.3
2024,Nyara Sabally,NYL,352,26,0.612,0.15,0.068,0.172,3.3,4.6,0.111,1.1,1.1,2.2
2024,Gabby Williams,SEA,351,12,0.552,0.162,0.19899999999999998,0.078,2.9,0.7,0.131,0.6,0.6,1.2
2024,Mikiah Herbert Harrigan,PHO,336,31,0.517,0.15,0.043,0.078,2.4,3.0,0.13699999999999998,0.0,0.2,0.2
2024,Layshia Clarendon,LAS,335,21,0.535,0.147,0.266,0.068,2.3,0.3,0.22699999999999998,0.2,0.1,0.4
2024,Cameron Brink,LAS,329,15,0.496,0.201,0.132,0.146,2.5,9.2,0.23,-0.4,0.6,0.2
2024,Sug Sutton,PHO,328,22,0.405,0.149,0.242,0.042,2.2,0.3,0.272,-0.5,0.0,-0.5
2024,Rachel Banham,CHI,316,16,0.494,0.16699999999999998,0.132,0.05,1.0,0.6,0.075,0.4,0.1,0.4
2024,Aerial Powers,ATL,304,17,0.465,0.26,0.15,0.105,2.7,1.2,0.10300000000000001,0.0,0.5,0.5
2024,Celeste Taylor,PHO,301,15,0.395,0.134,0.136,0.052000000000000005,2.6,2.7,0.239,-0.6,0.1,-0.4
2024,Zia Cooke,LAS,257,29,0.413,0.253,0.11800000000000001,0.042,1.8,1.0,0.14400000000000002,-0.8,0.0,-0.8
2024,Ivana DojkiÄ,NYL,257,26,0.507,0.175,0.11599999999999999,0.049,1.8,0.3,0.14,0.2,0.4,0.6
2024,Brianna Turner,CHI,253,27,0.614,0.067,0.057999999999999996,0.11900000000000001,1.8,4.5,0.309,0.0,0.3,0.4
2024,Elizabeth Williams,CHI,249,9,0.52,0.179,0.095,0.14400000000000002,3.1,5.3,0.14800000000000002,0.3,0.4,0.7
2024,Sydney Colson,LVA,248,31,0.559,0.152,0.183,0.033,3.0,1.7,0.171,0.2,0.4,0.6
2024,Shakira Austin,WAS,238,12,0.487,0.331,0.092,0.20600000000000002,3.2,4.4,0.16699999999999998,-0.4,0.6,0.2
2024,Joyner Holmes,SEA,231,27,0.477,0.198,0.172,0.121,1.3,2.2,0.20199999999999999,-0.2,0.4,0.2
2024,Crystal Dangerfield,LAS,230,18,0.377,0.187,0.259,0.047,1.5,1.1,0.17600000000000002,-0.5,0.0,-0.5
2024,Lorela Cubaj,ATL,221,28,0.444,0.10099999999999999,0.109,0.106,2.1,0.8,0.244,-0.1,0.3,0.2
2024,Diamond Miller,MIN,213,21,0.383,0.214,0.094,0.10099999999999999,1.7,0.4,0.193,-0.7,0.4,-0.3
2024,Damiris Dantas,IND,210,20,0.561,0.193,0.09300000000000001,0.12,1.2,2.1,0.131,0.2,0.1,0.3
